DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Propia,2. Alquilada,3. Cedida por trabajo,4. Prestada,5. Otra situación,0. __mv__,0. __na__,
6847. Tres Lomas,0. __tot__,9090,6333,1630,379,428,320,,,
6847. Tres Lomas,1. Mujer,4163,3014,686,124,198,141,,,
6847. Tres Lomas,2. Mujer trans/travesti,22,15,4,1,1,1,,,
6847. Tres Lomas,3. Varón,4205,2900,783,187,188,147,,,
6847. Tres Lomas,4. Varón trans/masculinidad trans,14,5,6,1,2,,,,
6847. Tres Lomas,5. No binario,3,1,1,,1,,,,
6847. Tres Lomas,6. Otra identidad/ninguna de las anteriores,10,6,3,1,,,,,
6847. Tres Lomas,7. Prefiero no contestar,14,8,5,,1,,,,
6847. Tres Lomas,9. Ignorado,659,384,142,65,37,31,,,
6854. 25 de Mayo,0. __tot__,35411,23155,6642,1507,2432,1675,,,
6854. 25 de Mayo,1. Mujer,17157,11233,3303,637,1169,815,,,
6854. 25 de Mayo,2. Mujer trans/travesti,53,30,11,4,5,3,,,
6854. 25 de Mayo,3. Varón,16230,10605,2954,793,1119,759,,,
6854. 25 de Mayo,4. Varón trans/masculinidad trans,55,36,11,2,6,,,,
6854. 25 de Mayo,5. No binario,15,7,3,,2,3,,,
6854. 25 de Mayo,6. Otra identidad/ninguna de las anteriores,10,7,2,,1,,,,
6854. 25 de Mayo,7. Prefiero no contestar,38,19,12,5,,2,,,
6854. 25 de Mayo,9. Ignorado,1853,1218,346,66,130,93,,,
6861. Vicente López,0. __tot__,280541,182734,66820,2210,14230,14547,,,
6861. Vicente López,1. Mujer,139709,92810,31778,908,6901,7312,,,
6861. Vicente López,2. Mujer trans/travesti,362,217,91,6,23,25,,,
6861. Vicente López,3. Varón,123029,79709,29655,1050,6338,6277,,,
6861. Vicente López,4. Varón trans/masculinidad trans,541,317,162,2,32,28,,,
6861. Vicente López,5. No binario,360,175,112,4,40,29,,,
6861. Vicente López,6. Otra identidad/ninguna de las anteriores,179,87,62,5,13,12,,,
6861. Vicente López,7. Prefiero no contestar,823,445,212,9,72,85,,,
6861. Vicente López,9. Ignorado,15538,8974,4748,226,811,779,,,
6868. Villa Gesell,0. __tot__,37325,23423,8364,772,2504,2262,,,
6868. Villa Gesell,1. Mujer,17868,11341,3963,316,1195,1053,,,
6868. Villa Gesell,2. Mujer trans/travesti,59,34,16,1,6,2,,,
6868. Villa Gesell,3. Varón,16962,10711,3694,393,1122,1042,,,
6868. Villa Gesell,4. Varón trans/masculinidad trans,74,51,19,,1,3,,,
6868. Villa Gesell,5. No binario,45,23,12,1,7,2,,,
6868. Villa Gesell,6. Otra identidad/ninguna de las anteriores,14,6,5,,1,2,,,
6868. Villa Gesell,7. Prefiero no contestar,58,26,18,1,7,6,,,
6868. Villa Gesell,9. Ignorado,2245,1231,637,60,165,152,,,
6875. Villarino,0. __tot__,32552,21691,6033,1181,2424,1223,,,
6875. Villarino,1. Mujer,15600,10534,2882,472,1161,551,,,
6875. Villarino,2. Mujer trans/travesti,28,21,4,1,1,1,,,
6875. Villarino,3. Varón,15788,10413,2999,637,1165,574,,,
6875. Villarino,4. Varón trans/masculinidad trans,35,24,3,5,2,1,,,
6875. Villarino,5. No binario,7,3,1,,1,2,,,
6875. Villarino,6. Otra identidad/ninguna de las anteriores,7,7,,,,,,,
6875. Villarino,7. Prefiero no contestar,27,18,5,1,,3,,,
6875. Villarino,9. Ignorado,1060,671,139,65,94,91,,,
6882. Zárate,0. __tot__,131415,95782,18482,1826,7121,8204,,,
6882. Zárate,1. Mujer,63131,46151,8775,771,3438,3996,,,
6882. Zárate,2. Mujer trans/travesti,175,121,22,2,16,14,,,
6882. Zárate,3. Varón,60633,44169,8487,933,3313,3731,,,
6882. Zárate,4. Varón trans/masculinidad trans,204,131,41,9,12,11,,,
6882. Zárate,5. No binario,65,38,12,,6,9,,,
6882. Zárate,6. Otra identidad/ninguna de las anteriores,68,51,6,,8,3,,,
6882. Zárate,7. Prefiero no contestar,165,102,33,2,6,22,,,
6882. Zárate,9. Ignorado,6974,5019,1106,109,322,418,,,
10007. Ambato,0. __tot__,5087,4171,159,106,409,242,,,
10007. Ambato,1. Mujer,2336,1925,78,37,189,107,,,
10007. Ambato,2. Mujer trans/travesti,4,3,,1,,,,,
10007. Ambato,3. Varón,2431,2001,73,54,184,119,,,
10007. Ambato,4. Varón trans/masculinidad trans,9,7,,1,1,,,,
10007. Ambato,5. No binario,3,3,,,,,,,
10007. Ambato,6. Otra identidad/ninguna de las anteriores,2,2,,,,,,,
10007. Ambato,7. Prefiero no contestar,4,1,,1,1,1,,,
10007. Ambato,9. Ignorado,298,229,8,12,34,15,,,
10014. Ancasti,0. __tot__,3282,2955,88,38,145,56,,,
10014. Ancasti,1. Mujer,1489,1355,45,9,58,22,,,
10014. Ancasti,3. Varón,1700,1526,37,26,83,28,,,
10014. Ancasti,4. Varón trans/masculinidad trans,1,1,,,,,,,
10014. Ancasti,7. Prefiero no contestar,1,1,,,,,,,
10014. Ancasti,9. Ignorado,91,72,6,3,4,6,,,
10021. Andalgalá,0. __tot__,19545,16486,1108,183,933,835,,,
10021. Andalgalá,1. Mujer,9230,7780,548,71,441,390,,,
10021. Andalgalá,2. Mujer trans/travesti,28,19,4,,,5,,,
10021. Andalgalá,3. Varón,9212,7809,484,103,446,370,,,
10021. Andalgalá,4. Varón trans/masculinidad trans,21,15,2,,2,2,,,
10021. Andalgalá,5. No binario,7,7,,,,,,,
10021. Andalgalá,6. Otra identidad/ninguna de las anteriores,4,4,,,,,,,
10021. Andalgalá,7. Prefiero no contestar,14,10,3,,1,,,,
10021. Andalgalá,9. Ignorado,1029,842,67,9,43,68,,,
10028. Antofagasta de la Sierra,0. __tot__,1822,1546,131,9,83,53,,,
10028. Antofagasta de la Sierra,1. Mujer,846,731,62,2,30,21,,,
10028. Antofagasta de la Sierra,2. Mujer trans/travesti,1,1,,,,,,,
10028. Antofagasta de la Sierra,3. Varón,911,764,65,7,50,25,,,
10028. Antofagasta de la Sierra,4. Varón trans/masculinidad trans,1,,,,,1,,,
10028. Antofagasta de la Sierra,7. Prefiero no contestar,1,1,,,,,,,
10028. Antofagasta de la Sierra,9. Ignorado,62,49,4,,3,6,,,
10035. Belén,0. __tot__,30353,24744,2548,86,1742,1233,,,
10035. Belén,1. Mujer,14896,12084,1299,33,866,614,,,
10035. Belén,2. Mujer trans/travesti,41,34,3,,1,3,,,
10035. Belén,3. Varón,14326,11742,1157,48,811,568,,,
10035. Belén,4. Varón trans/masculinidad trans,14,11,1,,1,1,,,
10035. Belén,5. No binario,12,10,1,,,1,,,
10035. Belén,6. Otra identidad/ninguna de las anteriores,5,4,,,,1,,,
10035. Belén,7. Prefiero no contestar,13,7,5,,,1,,,
10035. Belén,9. Ignorado,1046,852,82,5,63,44,,,
10042. Capayán,0. __tot__,19471,17013,741,140,886,691,,,
10042. Capayán,1. Mujer,9194,8048,352,52,418,324,,,
10042. Capayán,2. Mujer trans/travesti,26,25,,,1,,,,
10042. Capayán,3. Varón,9282,8135,331,85,418,313,,,
10042. Capayán,4. Varón trans/masculinidad trans,14,13,1,,,,,,
10042. Capayán,5. No binario,3,3,,,,,,,
10042. Capayán,6. Otra identidad/ninguna de las anteriores,6,6,,,,,,,
10042. Capayán,7. Prefiero no contestar,16,10,2,,1,3,,,
10042. Capayán,9. Ignorado,930,773,55,3,48,51,,,
10049. Capital,0. __tot__,186466,149391,19510,393,7303,9869,,,
10049. Capital,1. Mujer,92143,74103,9648,159,3506,4727,,,
10049. Capital,2. Mujer trans/travesti,233,183,24,,9,17,,,
10049. Capital,3. Varón,85164,68351,8782,205,3385,4441,,,
10049. Capital,4. Varón trans/masculinidad trans,139,108,16,1,6,8,,,
10049. Capital,5. No binario,98,56,26,1,7,8,,,
10049. Capital,6. Otra identidad/ninguna de las anteriores,38,27,9,,1,1,,,
10049. Capital,7. Prefiero no contestar,160,102,22,1,13,22,,,
10049. Capital,9. Ignorado,8491,6461,983,26,376,645,,,
10056. El Alto,0. __tot__,4375,3749,193,82,177,174,,,
10056. El Alto,1. Mujer,1986,1712,89,34,72,79,,,
10056. El Alto,2. Mujer trans/travesti,5,4,1,,,,,,
10056. El Alto,3. Varón,2086,1800,75,44,83,84,,,
10056. El Alto,4. Varón trans/masculinidad trans,6,5,,,,1,,,
10056. El Alto,5. No binario,5,5,,,,,,,
10056. El Alto,6. Otra identidad/ninguna de las anteriores,11,9,,,1,1,,,
10056. El Alto,7. Prefiero no contestar,5,4,1,,,,,,
10056. El Alto,9. Ignorado,271,210,27,4,21,9,,,
10063. Fray Mamerto Esquiú,0. __tot__,14624,12448,683,83,619,791,,,
10063. Fray Mamerto Esquiú,1. Mujer,7021,6033,312,33,279,364,,,
10063. Fray Mamerto Esquiú,2. Mujer trans/travesti,17,13,1,,1,2,,,
10063. Fray Mamerto Esquiú,3. Varón,6863,5867,285,42,289,380,,,
10063. Fray Mamerto Esquiú,4. Varón trans/masculinidad trans,17,13,3,,,1,,,
10063. Fray Mamerto Esquiú,5. No binario,7,4,3,,,,,,
10063. Fray Mamerto Esquiú,6. Otra identidad/ninguna de las anteriores,9,6,,1,1,1,,,
10063. Fray Mamerto Esquiú,7. Prefiero no contestar,27,22,,,3,2,,,
10063. Fray Mamerto Esquiú,9. Ignorado,663,490,79,7,46,41,,,
10070. La Paz,0. __tot__,26341,22183,1882,293,1273,710,,,
10070. La Paz,1. Mujer,12477,10525,920,103,601,328,,,
10070. La Paz,2. Mujer trans/travesti,44,37,5,1,1,,,,
10070. La Paz,3. Varón,12271,10383,826,164,583,315,,,
10070. La Paz,4. Varón trans/masculinidad trans,38,34,3,,1,,,,
10070. La Paz,5. No binario,16,11,4,,1,,,,
10070. La Paz,6. Otra identidad/ninguna de las anteriores,23,19,2,,,2,,,
10070. La Paz,7. Prefiero no contestar,18,16,1,,,1,,,
10070. La Paz,9. Ignorado,1454,1158,121,25,86,64,,,
10077. Paclín,0. __tot__,4696,3974,192,55,238,237,,,
10077. Paclín,1. Mujer,2185,1870,86,23,96,110,,,
10077. Paclín,2. Mujer trans/travesti,4,4,,,,,,,
10077. Paclín,3. Varón,2338,1970,102,30,121,115,,,
10077. Paclín,9. Ignorado,169,130,4,2,21,12,,,
10084. Pomán,0. __tot__,12219,10370,820,88,553,388,,,
10084. Pomán,1. Mujer,5577,4765,355,28,257,172,,,
10084. Pomán,2. Mujer trans/travesti,18,15,2,,,1,,,
10084. Pomán,3. Varón,5808,4903,386,57,273,189,,,
10084. Pomán,4. Varón trans/masculinidad trans,13,11,1,,1,,,,
10084. Pomán,5. No binario,9,6,1,,1,1,,,
10084. Pomán,6. Otra identidad/ninguna de las anteriores,16,12,2,,2,,,,
10084. Pomán,7. Prefiero no contestar,10,10,,,,,,,
10084. Pomán,9. Ignorado,768,648,73,3,19,25,,,
10091. Santa María,0. __tot__,26822,20661,2488,133,1816,1724,,,
10091. Santa María,1. Mujer,13112,10059,1296,53,898,806,,,
10091. Santa María,2. Mujer trans/travesti,29,20,2,2,2,3,,,
10091. Santa María,3. Varón,12512,9656,1093,71,872,820,,,
10091. Santa María,4. Varón trans/masculinidad trans,16,10,3,,2,1,,,
10091. Santa María,5. No binario,6,4,,,,2,,,
10091. Santa María,6. Otra identidad/ninguna de las anteriores,9,8,,,1,,,,
10091. Santa María,7. Prefiero no contestar,22,15,5,,1,1,,,
10091. Santa María,9. Ignorado,1116,889,89,7,40,91,,,
10098. Santa Rosa,0. __tot__,13317,11242,673,184,729,489,,,
10098. Santa Rosa,1. Mujer,6175,5246,298,63,324,244,,,
10098. Santa Rosa,2. Mujer trans/travesti,18,13,3,,1,1,,,
10098. Santa Rosa,3. Varón,6347,5355,326,106,342,218,,,
10098. Santa Rosa,4. Varón trans/masculinidad trans,17,13,1,,2,1,,,
10098. Santa Rosa,5. No binario,1,,,,1,,,,
10098. Santa Rosa,6. Otra identidad/ninguna de las anteriores,5,4,1,,,,,,
10098. Santa Rosa,7. Prefiero no contestar,5,3,1,,1,,,,
10098. Santa Rosa,9. Ignorado,749,608,43,15,58,25,,,
10105. Tinogasta,0. __tot__,25254,20172,1691,107,2274,1010,,,
10105. Tinogasta,1. Mujer,11923,9582,814,42,1005,480,,,
10105. Tinogasta,2. Mujer trans/travesti,40,33,4,,1,2,,,
10105. Tinogasta,3. Varón,11699,9363,776,57,1068,435,,,
10105. Tinogasta,4. Varón trans/masculinidad trans,32,24,2,,6,,,,
10105. Tinogasta,5. No binario,8,5,,,2,1,,,
10105. Tinogasta,6. Otra identidad/ninguna de las anteriores,4,3,,,1,,,,
10105. Tinogasta,7. Prefiero no contestar,23,16,4,,2,1,,,
10105. Tinogasta,9. Ignorado,1525,1146,91,8,189,91,,,
10112. Valle Viejo,0. __tot__,33951,28634,2044,181,1546,1546,,,
10112. Valle Viejo,1. Mujer,16435,13933,962,46,737,757,,,
10112. Valle Viejo,2. Mujer trans/travesti,25,21,1,2,,1,,,
10112. Valle Viejo,3. Varón,15895,13354,991,127,707,716,,,
10112. Valle Viejo,4. Varón trans/masculinidad trans,23,19,3,,1,,,,
10112. Valle Viejo,5. No binario,18,14,2,,2,,,,
10112. Valle Viejo,6. Otra identidad/ninguna de las anteriores,11,9,1,,1,,,,
10112. Valle Viejo,7. Prefiero no contestar,37,22,7,,6,2,,,
10112. Valle Viejo,9. Ignorado,1507,1262,77,6,92,70,,,
14007. Calamuchita,0. __tot__,75462,47164,16668,2027,5607,3996,,,
14007. Calamuchita,1. Mujer,34510,21740,7665,753,2513,1839,,,
14007. Calamuchita,2. Mujer trans/travesti,85,59,12,5,4,5,,,
14007. Calamuchita,3. Varón,33494,20986,7200,1050,2502,1756,,,
14007. Calamuchita,4. Varón trans/masculinidad trans,124,69,33,5,12,5,,,
14007. Calamuchita,5. No binario,57,19,26,4,5,3,,,
14007. Calamuchita,6. Otra identidad/ninguna de las anteriores,37,17,10,1,5,4,,,
14007. Calamuchita,7. Prefiero no contestar,122,58,37,4,9,14,,,
14007. Calamuchita,9. Ignorado,7033,4216,1685,205,557,370,,,
14014. Capital,0. __tot__,1498060,864138,421862,6385,111756,93919,,,
14014. Capital,1. Mujer,722580,417053,204357,2659,53045,45466,,,
14014. Capital,2. Mujer trans/travesti,1741,970,505,12,150,104,,,
14014. Capital,3. Varón,651459,376068,182337,2969,49186,40899,,,
14014. Capital,4. Varón trans/masculinidad trans,1788,849,691,11,132,105,,,
14014. Capital,5. No binario,1442,487,770,10,95,80,,,
14014. Capital,6. Otra identidad/ninguna de las anteriores,735,304,329,1,57,44,,,
14014. Capital,7. Prefiero no contestar,2709,1079,1122,12,238,258,,,
14014. Capital,9. Ignorado,115606,67328,31751,711,8853,6963,,,
14021. Colón,0. __tot__,294511,199495,57342,2442,19756,15476,,,
14021. Colón,1. Mujer,139149,94663,26885,998,9167,7436,,,
14021. Colón,2. Mujer trans/travesti,329,216,73,6,16,18,,,
14021. Colón,3. Varón,131088,89131,25194,1200,8764,6799,,,
14021. Colón,4. Varón trans/masculinidad trans,319,186,89,7,22,15,,,
14021. Colón,5. No binario,200,116,56,,13,15,,,
14021. Colón,6. Otra identidad/ninguna de las anteriores,105,56,32,2,7,8,,,
14021. Colón,7. Prefiero no contestar,444,265,85,1,34,59,,,
14021. Colón,9. Ignorado,22877,14862,4928,228,1733,1126,,,
14028. Cruz del Eje,0. __tot__,64748,46653,8755,449,5462,3429,,,
14028. Cruz del Eje,1. Mujer,30430,21830,4260,169,2528,1643,,,
14028. Cruz del Eje,2. Mujer trans/travesti,101,81,9,,8,3,,,
14028. Cruz del Eje,3. Varón,28110,20257,3748,230,2383,1492,,,
14028. Cruz del Eje,4. Varón trans/masculinidad trans,54,34,12,,6,2,,,
14028. Cruz del Eje,5. No binario,23,10,4,1,2,6,,,
14028. Cruz del Eje,6. Otra identidad/ninguna de las anteriores,17,10,3,,1,3,,,
14028. Cruz del Eje,7. Prefiero no contestar,50,30,12,,3,5,,,
14028. Cruz del Eje,9. Ignorado,5963,4401,707,49,531,275,,,
14035. General Roca,0. __tot__,36064,24516,5931,1433,2606,1578,,,
14035. General Roca,1. Mujer,17359,11924,2911,532,1254,738,,,
14035. General Roca,2. Mujer trans/travesti,33,21,7,4,1,,,,
14035. General Roca,3. Varón,17620,11913,2812,850,1271,774,,,
14035. General Roca,4. Varón trans/masculinidad trans,5,4,1,,,,,,
14035. General Roca,5. No binario,5,3,1,,,1,,,
14035. General Roca,6. Otra identidad/ninguna de las anteriores,7,3,2,1,1,,,,
14035. General Roca,7. Prefiero no contestar,22,13,2,,3,4,,,
14035. General Roca,9. Ignorado,1013,635,195,46,76,61,,,
14042. General San Martín,0. __tot__,152397,89229,43335,4399,9411,6023,,,
14042. General San Martín,1. Mujer,73242,43217,20911,1809,4439,2866,,,
14042. General San Martín,2. Mujer trans/travesti,185,100,55,9,16,5,,,
14042. General San Martín,3. Varón,68578,40136,19267,2220,4268,2687,,,
14042. General San Martín,4. Varón trans/masculinidad trans,156,79,55,5,14,3,,,
14042. General San Martín,5. No binario,82,22,43,3,10,4,,,
14042. General San Martín,6. Otra identidad/ninguna de las anteriores,43,17,15,,6,5,,,
14042. General San Martín,7. Prefiero no contestar,174,69,76,1,11,17,,,
14042. General San Martín,9. Ignorado,9937,5589,2913,352,647,436,,,
14049. Ischilín,0. __tot__,36023,25106,5199,446,2835,2437,,,
14049. Ischilín,1. Mujer,17492,12181,2530,187,1381,1213,,,
14049. Ischilín,2. Mujer trans/travesti,44,29,9,,5,1,,,
14049. Ischilín,3. Varón,16449,11475,2347,211,1294,1122,,,
14049. Ischilín,4. Varón trans/masculinidad trans,16,9,3,1,3,,,,
14049. Ischilín,5. No binario,7,5,1,,1,,,,
14049. Ischilín,6. Otra identidad/ninguna de las anteriores,9,2,2,,2,3,,,
14049. Ischilín,7. Prefiero no contestar,26,17,2,,3,4,,,
14049. Ischilín,9. Ignorado,1980,1388,305,47,146,94,,,
14056. Juárez Celman,0. __tot__,68317,43670,15677,2165,4376,2429,,,
14056. Juárez Celman,1. Mujer,32240,20910,7258,818,2049,1205,,,
14056. Juárez Celman,2. Mujer trans/travesti,83,51,21,4,3,4,,,
14056. Juárez Celman,3. Varón,31502,20068,7260,1083,2029,1062,,,
14056. Juárez Celman,4. Varón trans/masculinidad trans,51,30,9,3,6,3,,,
14056. Juárez Celman,5. No binario,16,10,5,,1,,,,
14056. Juárez Celman,6. Otra identidad/ninguna de las anteriores,15,11,2,,1,1,,,
14056. Juárez Celman,7. Prefiero no contestar,51,22,19,,5,5,,,
14056. Juárez Celman,9. Ignorado,4359,2568,1103,257,282,149,,,
14063. Marcos Juárez,0. __tot__,107286,73071,21063,2232,6438,4482,,,
14063. Marcos Juárez,1. Mujer,52174,36062,10036,854,3069,2153,,,
14063. Marcos Juárez,2. Mujer trans/travesti,124,76,24,5,10,9,,,
14063. Marcos Juárez,3. Varón,49725,33731,9698,1222,3034,2040,,,
14063. Marcos Juárez,4. Varón trans/masculinidad trans,84,55,20,3,4,2,,,
14063. Marcos Juárez,5. No binario,22,14,4,,1,3,,,
14063. Marcos Juárez,6. Otra identidad/ninguna de las anteriores,29,18,7,1,1,2,,,
14063. Marcos Juárez,7. Prefiero no contestar,84,30,27,2,8,17,,,
14063. Marcos Juárez,9. Ignorado,5044,3085,1247,145,311,256,,,
14070. Minas,0. __tot__,4855,3785,432,47,374,217,,,
14070. Minas,1. Mujer,2225,1736,204,17,162,106,,,
14070. Minas,2. Mujer trans/travesti,8,8,,,,,,,
14070. Minas,3. Varón,2299,1802,186,24,183,104,,,
14070. Minas,4. Varón trans/masculinidad trans,3,2,,,1,,,,
14070. Minas,5. No binario,1,1,,,,,,,
14070. Minas,6. Otra identidad/ninguna de las anteriores,2,2,,,,,,,
14070. Minas,7. Prefiero no contestar,1,,,,1,,,,
14070. Minas,9. Ignorado,316,234,42,6,27,7,,,
14077. Pocho,0. __tot__,5070,3857,485,68,418,242,,,
14077. Pocho,1. Mujer,2314,1748,227,25,186,128,,,
14077. Pocho,2. Mujer trans/travesti,12,10,1,,1,,,,
14077. Pocho,3. Varón,2385,1832,229,42,183,99,,,
14077. Pocho,4. Varón trans/masculinidad trans,6,4,,,2,,,,
14077. Pocho,5. No binario,1,1,,,,,,,
14077. Pocho,7. Prefiero no contestar,1,,,,1,,,,
14077. Pocho,9. Ignorado,351,262,28,1,45,15,,,
14084. Presidente Roque Sáenz Peña,0. __tot__,37551,24386,7285,1606,2492,1782,,,
14084. Presidente Roque Sáenz Peña,1. Mujer,18061,11874,3552,619,1165,851,,,
14084. Presidente Roque Sáenz Peña,2. Mujer trans/travesti,32,15,10,2,3,2,,,
14084. Presidente Roque Sáenz Peña,3. Varón,17669,11445,3341,871,1193,819,,,
14084. Presidente Roque Sáenz Peña,4. Varón trans/masculinidad trans,32,16,8,4,3,1,,,
14084. Presidente Roque Sáenz Peña,5. No binario,5,3,2,,,,,,
14084. Presidente Roque Sáenz Peña,6. Otra identidad/ninguna de las anteriores,7,6,1,,,,,,
14084. Presidente Roque Sáenz Peña,7. Prefiero no contestar,33,16,1,,5,11,,,
14084. Presidente Roque Sáenz Peña,9. Ignorado,1712,1011,370,110,123,98,,,
14091. Punilla,0. __tot__,219494,130913,54213,2284,17484,14600,,,
14091. Punilla,1. Mujer,105097,62569,26206,903,8334,7085,,,
14091. Punilla,2. Mujer trans/travesti,268,162,70,4,16,16,,,
14091. Punilla,3. Varón,95260,57198,22975,1110,7698,6279,,,
14091. Punilla,4. Varón trans/masculinidad trans,283,158,75,5,22,23,,,
14091. Punilla,5. No binario,159,73,49,2,17,18,,,
14091. Punilla,6. Otra identidad/ninguna de las anteriores,102,54,31,1,9,7,,,
14091. Punilla,7. Prefiero no contestar,430,213,111,4,40,62,,,
14091. Punilla,9. Ignorado,17895,10486,4696,255,1348,1110,,,
14098. Río Cuarto,0. __tot__,277979,172958,68082,4403,19931,12605,,,
14098. Río Cuarto,1. Mujer,135928,85252,33249,1718,9557,6152,,,
14098. Río Cuarto,2. Mujer trans/travesti,271,152,90,2,21,6,,,
14098. Río Cuarto,3. Varón,125938,78350,30508,2311,9078,5691,,,
14098. Río Cuarto,4. Varón trans/masculinidad trans,230,127,71,3,13,16,,,
14098. Río Cuarto,5. No binario,116,48,49,,9,10,,,
14098. Río Cuarto,6. Otra identidad/ninguna de las anteriores,62,28,24,,2,8,,,
14098. Río Cuarto,7. Prefiero no contestar,303,129,98,3,30,43,,,
14098. Río Cuarto,9. Ignorado,15131,8872,3993,366,1221,679,,,
14105. Río Primero,0. __tot__,58181,36910,12211,2384,4239,2437,,,
14105. Río Primero,1. Mujer,26093,16713,5486,867,1870,1157,,,
14105. Río Primero,2. Mujer trans/travesti,52,33,12,1,5,1,,,
14105. Río Primero,3. Varón,25088,16004,5183,1030,1786,1085,,,
14105. Río Primero,4. Varón trans/masculinidad trans,57,37,13,2,3,2,,,
14105. Río Primero,5. No binario,23,13,4,1,4,1,,,
14105. Río Primero,6. Otra identidad/ninguna de las anteriores,23,14,4,2,1,2,,,
14105. Río Primero,7. Prefiero no contestar,50,24,18,,6,2,,,
14105. Río Primero,9. Ignorado,6795,4072,1491,481,564,187,,,
14112. Río Seco,0. __tot__,15275,11561,1817,385,1053,459,,,
14112. Río Seco,1. Mujer,7101,5395,859,137,490,220,,,
14112. Río Seco,2. Mujer trans/travesti,16,8,4,,2,2,,,
14112. Río Seco,3. Varón,7076,5384,784,221,478,209,,,
14112. Río Seco,4. Varón trans/masculinidad trans,8,4,3,1,,,,,
14112. Río Seco,5. No binario,6,3,1,,2,,,,
14112. Río Seco,6. Otra identidad/ninguna de las anteriores,2,2,,,,,,,
14112. Río Seco,7. Prefiero no contestar,8,6,,,2,,,,
14112. Río Seco,9. Ignorado,1058,759,166,26,79,28,,,
14119. Río Segundo,0. __tot__,113311,74878,24486,2009,7228,4710,,,
14119. Río Segundo,1. Mujer,54946,36590,11855,844,3369,2288,,,
14119. Río Segundo,2. Mujer trans/travesti,141,84,38,7,10,2,,,
14119. Río Segundo,3. Varón,51230,33978,10834,1009,3330,2079,,,
14119. Río Segundo,4. Varón trans/masculinidad trans,91,54,30,1,5,1,,,
14119. Río Segundo,5. No binario,37,18,13,,4,2,,,
14119. Río Segundo,6. Otra identidad/ninguna de las anteriores,25,14,7,1,3,,,,
14119. Río Segundo,7. Prefiero no contestar,103,53,24,1,12,13,,,
14119. Río Segundo,9. Ignorado,6738,4087,1685,146,495,325,,,
14126. San Alberto,0. __tot__,42029,30403,6448,459,2837,1882,,,
14126. San Alberto,1. Mujer,19657,14212,3054,169,1318,904,,,
14126. San Alberto,2. Mujer trans/travesti,61,46,10,,4,1,,,
14126. San Alberto,3. Varón,18641,13505,2798,226,1242,870,,,
14126. San Alberto,4. Varón trans/masculinidad trans,77,57,10,,5,5,,,
14126. San Alberto,5. No binario,33,17,12,,3,1,,,
14126. San Alberto,6. Otra identidad/ninguna de las anteriores,15,7,5,1,1,1,,,
14126. San Alberto,7. Prefiero no contestar,63,36,16,,8,3,,,
14126. San Alberto,9. Ignorado,3482,2523,543,63,256,97,,,
14133. San Javier,0. __tot__,62700,43683,10521,595,4814,3087,,,
14133. San Javier,1. Mujer,30769,21396,5266,232,2360,1515,,,
