DPTO.REDCODEN (Departamento),VIVIENDA.URP (Área urbano rural),0. __tot__,1. Mujer,2. Mujer trans/travesti,3. Varón,4. Varón trans/masculinidad trans,5. No binario,6. Otra identidad/ninguna de las anteriores,7. Prefiero no contestar,9. Ignorado,0. __mv__,0. __na__,
78028. Lago Argentino,1. Urbana,22844,10579,37,10281,61,33,22,68,1763,,,
78028. Lago Argentino,2. Rural agrupada,2269,1063,2,1112,2,7,2,11,70,,,
78028. Lago Argentino,3. Rural dispersa,271,125,,142,,,,,4,,,
78035. Lago Buenos Aires,0. __tot__,12584,5872,23,5949,24,11,13,37,655,,,
78035. Lago Buenos Aires,1. Urbana,12467,5848,20,5923,22,8,12,37,597,,,
78035. Lago Buenos Aires,3. Rural dispersa,117,24,3,26,2,3,1,,58,,,
78042. Magallanes,0. __tot__,12828,5916,8,5897,16,11,6,19,955,,,
78042. Magallanes,1. Urbana,12493,5795,8,5725,15,10,6,19,915,,,
78042. Magallanes,3. Rural dispersa,335,121,,172,1,1,,,40,,,
78049. Río Chico,0. __tot__,6271,2845,7,2751,27,5,10,21,605,,,
78049. Río Chico,1. Urbana,5343,2522,4,2385,5,2,1,17,407,,,
78049. Río Chico,2. Rural agrupada,702,250,3,272,20,3,6,4,144,,,
78049. Río Chico,3. Rural dispersa,226,73,,94,2,,3,,54,,,
82007. Belgrano,0. __tot__,48544,22818,40,21985,53,9,17,54,3568,,,
82007. Belgrano,1. Urbana,45768,21528,37,20606,52,9,17,52,3467,,,
82007. Belgrano,2. Rural agrupada,1219,595,2,596,,,,1,25,,,
82007. Belgrano,3. Rural dispersa,1557,695,1,783,1,,,1,76,,,
82014. Caseros,0. __tot__,86261,42285,84,39833,72,27,24,85,3851,,,
82014. Caseros,1. Urbana,77265,38079,72,35593,58,22,20,79,3342,,,
82014. Caseros,2. Rural agrupada,7092,3409,10,3305,10,3,2,4,349,,,
82014. Caseros,3. Rural dispersa,1904,797,2,935,4,2,2,2,160,,,
82021. Castellanos,0. __tot__,189464,92121,155,88039,112,55,50,207,8725,,,
82021. Castellanos,1. Urbana,159798,78191,123,73662,94,46,48,194,7440,,,
82021. Castellanos,2. Rural agrupada,22010,10582,15,10469,9,8,2,10,915,,,
82021. Castellanos,3. Rural dispersa,7656,3348,17,3908,9,1,,3,370,,,
82028. Constitución,0. __tot__,93000,44440,128,41968,99,50,84,131,6100,,,
82028. Constitución,1. Urbana,81008,38815,111,36313,95,47,75,116,5436,,,
82028. Constitución,2. Rural agrupada,10079,4784,11,4683,3,2,9,14,573,,,
82028. Constitución,3. Rural dispersa,1913,841,6,972,1,1,,1,91,,,
82035. Garay,0. __tot__,24853,11517,30,11112,12,4,7,20,2151,,,
82035. Garay,1. Urbana,17592,8372,28,7833,8,3,3,17,1328,,,
82035. Garay,2. Rural agrupada,2539,1166,,1148,1,,1,1,222,,,
82035. Garay,3. Rural dispersa,4722,1979,2,2131,3,1,3,2,601,,,
82042. General López,0. __tot__,200455,98185,204,93239,141,73,59,222,8332,,,
82042. General López,1. Urbana,176532,87160,164,81805,107,53,42,192,7009,,,
82042. General López,2. Rural agrupada,18285,8608,27,8593,23,14,9,18,993,,,
82042. General López,3. Rural dispersa,5638,2417,13,2841,11,6,8,12,330,,,
82049. General Obligado,0. __tot__,197533,91279,241,85473,193,70,122,220,19935,,,
82049. General Obligado,1. Urbana,166770,77615,211,71699,173,68,110,209,16685,,,
82049. General Obligado,2. Rural agrupada,12732,5720,12,5559,7,,7,6,1421,,,
82049. General Obligado,3. Rural dispersa,18031,7944,18,8215,13,2,5,5,1829,,,
82056. Iriondo,0. __tot__,73636,35344,75,33171,60,23,45,68,4850,,,
82056. Iriondo,1. Urbana,65649,31747,62,29454,45,17,39,58,4227,,,
82056. Iriondo,2. Rural agrupada,5384,2460,10,2441,13,5,4,8,443,,,
82056. Iriondo,3. Rural dispersa,2603,1137,3,1276,2,1,2,2,180,,,
82063. La Capital,0. __tot__,568259,273859,749,246957,870,659,576,1114,43475,,,
82063. La Capital,1. Urbana,557110,268551,732,241682,861,658,575,1105,42946,,,
82063. La Capital,2. Rural agrupada,5906,2916,8,2728,3,,1,6,244,,,
82063. La Capital,3. Rural dispersa,5243,2392,9,2547,6,1,,3,285,,,
82070. Las Colonias,0. __tot__,114730,55169,113,53214,111,62,37,158,5866,,,
82070. Las Colonias,1. Urbana,90354,43811,81,41391,86,49,26,133,4777,,,
82070. Las Colonias,2. Rural agrupada,15163,7343,17,7147,12,9,6,16,613,,,
82070. Las Colonias,3. Rural dispersa,9213,4015,15,4676,13,4,5,9,476,,,
82077. 9 de Julio,0. __tot__,30942,14824,45,14466,18,6,9,22,1552,,,
82077. 9 de Julio,1. Urbana,22470,10917,38,10219,11,5,6,11,1263,,,
82077. 9 de Julio,2. Rural agrupada,5452,2689,6,2558,5,,3,11,180,,,
82077. 9 de Julio,3. Rural dispersa,3020,1218,1,1689,2,1,,,109,,,
82084. Rosario,0. __tot__,1337958,646735,1590,586880,1683,1245,920,2539,96366,,,
82084. Rosario,1. Urbana,1322361,639636,1569,579370,1671,1241,914,2525,95435,,,
82084. Rosario,2. Rural agrupada,9150,4256,10,4253,10,2,2,9,608,,,
82084. Rosario,3. Rural dispersa,6447,2843,11,3257,2,2,4,5,323,,,
82091. San Cristóbal,0. __tot__,72593,34178,86,32186,78,26,25,38,5976,,,
82091. San Cristóbal,1. Urbana,55270,26558,57,24092,56,17,20,30,4440,,,
82091. San Cristóbal,2. Rural agrupada,8177,3924,14,3766,15,6,2,7,443,,,
82091. San Cristóbal,3. Rural dispersa,9146,3696,15,4328,7,3,3,1,1093,,,
82098. San Javier,0. __tot__,33180,15598,47,15085,31,11,17,35,2356,,,
82098. San Javier,1. Urbana,27092,12967,36,12195,21,6,10,28,1829,,,
82098. San Javier,2. Rural agrupada,1373,659,1,661,,,,,52,,,
82098. San Javier,3. Rural dispersa,4715,1972,10,2229,10,5,7,7,475,,,
82105. San Jerónimo,0. __tot__,84617,40243,100,38126,84,38,63,99,5864,,,
82105. San Jerónimo,1. Urbana,66550,31846,71,29623,65,19,50,77,4799,,,
82105. San Jerónimo,2. Rural agrupada,13453,6322,18,6212,12,17,10,20,842,,,
82105. San Jerónimo,3. Rural dispersa,4614,2075,11,2291,7,2,3,2,223,,,
82112. San Justo,0. __tot__,46486,21591,69,20238,51,9,32,41,4455,,,
82112. San Justo,1. Urbana,36750,17034,54,15372,44,9,31,36,4170,,,
82112. San Justo,2. Rural agrupada,6910,3345,11,3318,1,,1,5,229,,,
82112. San Justo,3. Rural dispersa,2826,1212,4,1548,6,,,,56,,,
82119. San Lorenzo,0. __tot__,193786,93851,207,88616,209,92,71,262,10478,,,
82119. San Lorenzo,1. Urbana,187840,91130,205,85805,208,90,71,256,10075,,,
82119. San Lorenzo,2. Rural agrupada,4075,1930,2,1911,1,2,,5,224,,,
82119. San Lorenzo,3. Rural dispersa,1871,791,,900,,,,1,179,,,
82126. San Martín,0. __tot__,67299,32399,74,30894,67,30,22,82,3731,,,
82126. San Martín,1. Urbana,57421,27795,66,26116,56,26,18,59,3285,,,
82126. San Martín,2. Rural agrupada,6484,3132,5,3068,8,3,2,10,256,,,
82126. San Martín,3. Rural dispersa,3394,1472,3,1710,3,1,2,13,190,,,
82133. Vera,0. __tot__,55463,25596,59,23818,41,18,24,61,5846,,,
82133. Vera,1. Urbana,41955,19995,45,18197,31,16,19,53,3599,,,
82133. Vera,2. Rural agrupada,7463,3180,10,2957,5,2,3,5,1301,,,
82133. Vera,3. Rural dispersa,6045,2421,4,2664,5,,2,3,946,,,
86007. Aguirre,0. __tot__,8959,4161,19,4133,22,7,6,9,602,,,
86007. Aguirre,1. Urbana,5472,2605,13,2497,13,5,2,7,330,,,
86007. Aguirre,2. Rural agrupada,1739,862,3,804,5,1,1,2,61,,,
86007. Aguirre,3. Rural dispersa,1748,694,3,832,4,1,3,,211,,,
86014. Alberdi,0. __tot__,20104,9257,13,9631,12,5,9,13,1164,,,
86014. Alberdi,1. Urbana,12526,5927,9,5827,6,2,3,9,743,,,
86014. Alberdi,2. Rural agrupada,1784,831,1,880,2,,3,,67,,,
86014. Alberdi,3. Rural dispersa,5794,2499,3,2924,4,3,3,4,354,,,
86021. Atamisqui,0. __tot__,14894,6915,27,7036,20,4,9,14,869,,,
86021. Atamisqui,1. Urbana,5591,2645,11,2514,9,1,4,10,397,,,
86021. Atamisqui,2. Rural agrupada,2135,1007,3,1032,,,1,,92,,,
86021. Atamisqui,3. Rural dispersa,7168,3263,13,3490,11,3,4,4,380,,,
86028. Avellaneda,0. __tot__,25462,11754,23,11916,38,13,7,16,1695,,,
86028. Avellaneda,1. Urbana,13833,6524,10,6329,23,11,3,7,926,,,
86028. Avellaneda,2. Rural agrupada,3800,1748,4,1696,5,1,2,1,343,,,
86028. Avellaneda,3. Rural dispersa,7829,3482,9,3891,10,1,2,8,426,,,
86035. Banda,0. __tot__,170401,81172,227,76102,210,70,70,126,12424,,,
86035. Banda,1. Urbana,147391,70680,198,65465,192,67,66,117,10606,,,
86035. Banda,2. Rural agrupada,6378,2853,12,2879,6,,1,6,621,,,
86035. Banda,3. Rural dispersa,16632,7639,17,7758,12,3,3,3,1197,,,
86042. Belgrano,0. __tot__,10809,4939,26,4946,25,17,16,21,819,,,
86042. Belgrano,1. Urbana,8512,3925,21,3826,20,15,14,18,673,,,
86042. Belgrano,2. Rural agrupada,1772,836,3,870,,,,1,62,,,
86042. Belgrano,3. Rural dispersa,525,178,2,250,5,2,2,2,84,,,
86049. Capital,0. __tot__,328824,157004,400,141472,419,233,215,385,28696,,,
86049. Capital,1. Urbana,315613,151128,375,135496,400,225,207,376,27406,,,
86049. Capital,2. Rural agrupada,7362,3350,11,3253,16,4,6,6,716,,,
86049. Capital,3. Rural dispersa,5849,2526,14,2723,3,4,2,3,574,,,
86056. Copo,0. __tot__,35653,16569,39,17135,28,5,8,13,1856,,,
86056. Copo,1. Urbana,25884,12397,30,12242,15,3,2,10,1185,,,
86056. Copo,2. Rural agrupada,2049,963,1,1036,,,,,49,,,
86056. Copo,3. Rural dispersa,7720,3209,8,3857,13,2,6,3,622,,,
86063. Choya,0. __tot__,43692,20588,54,19792,48,14,18,30,3148,,,
86063. Choya,1. Urbana,33564,16208,33,15214,17,10,15,22,2045,,,
86063. Choya,2. Rural agrupada,6692,3018,10,3063,9,1,,4,587,,,
86063. Choya,3. Rural dispersa,3436,1362,11,1515,22,3,3,4,516,,,
86070. Figueroa,0. __tot__,20246,9156,15,9577,11,5,9,29,1444,,,
86070. Figueroa,1. Urbana,4480,2126,3,2083,3,2,2,7,254,,,
86070. Figueroa,2. Rural agrupada,3895,1782,4,1855,3,3,3,12,233,,,
86070. Figueroa,3. Rural dispersa,11871,5248,8,5639,5,,4,10,957,,,
86077. General Taboada,0. __tot__,46304,21443,67,21111,82,22,30,42,3507,,,
86077. General Taboada,1. Urbana,35228,16636,52,15937,45,15,14,28,2501,,,
86077. General Taboada,2. Rural agrupada,3579,1676,2,1691,9,2,5,2,192,,,
86077. General Taboada,3. Rural dispersa,7497,3131,13,3483,28,5,11,12,814,,,
86084. Guasayán,0. __tot__,9251,4113,17,4182,39,6,1,3,890,,,
86084. Guasayán,1. Urbana,2952,1347,4,1246,8,2,,1,344,,,
86084. Guasayán,2. Rural agrupada,3069,1361,5,1363,10,3,1,1,325,,,
86084. Guasayán,3. Rural dispersa,3230,1405,8,1573,21,1,,1,221,,,
86091. Jiménez,0. __tot__,18622,8715,27,8745,11,2,5,7,1110,,,
86091. Jiménez,1. Urbana,9886,4724,10,4621,4,1,1,4,521,,,
86091. Jiménez,2. Rural agrupada,4072,1931,8,1879,1,1,3,2,247,,,
86091. Jiménez,3. Rural dispersa,4664,2060,9,2245,6,,1,1,342,,,
86098. Juan Felipe Ibarra,0. __tot__,20567,9595,18,9621,25,2,10,21,1275,,,
86098. Juan Felipe Ibarra,1. Urbana,11509,5537,12,5260,3,1,3,14,679,,,
86098. Juan Felipe Ibarra,2. Rural agrupada,3747,1737,4,1740,10,,4,4,248,,,
86098. Juan Felipe Ibarra,3. Rural dispersa,5311,2321,2,2621,12,1,3,3,348,,,
86105. Loreto,0. __tot__,24047,11228,51,10886,30,16,26,14,1796,,,
86105. Loreto,1. Urbana,14629,6958,27,6360,16,11,23,11,1223,,,
86105. Loreto,3. Rural dispersa,9418,4270,24,4526,14,5,3,3,573,,,
86112. Mitre,0. __tot__,1440,653,1,738,2,,1,,45,,,
86112. Mitre,2. Rural agrupada,719,355,1,335,,,,,28,,,
86112. Mitre,3. Rural dispersa,721,298,,403,2,,1,,17,,,
86119. Moreno,0. __tot__,40352,18314,49,18727,34,45,43,27,3113,,,
86119. Moreno,1. Urbana,28121,12892,34,12682,25,44,41,15,2388,,,
86119. Moreno,2. Rural agrupada,4961,2295,4,2467,2,,,1,192,,,
86119. Moreno,3. Rural dispersa,7270,3127,11,3578,7,1,2,11,533,,,
86126. Ojo de Agua,0. __tot__,15008,7199,21,7037,17,3,7,11,713,,,
86126. Ojo de Agua,1. Urbana,10708,5335,20,5007,6,1,2,7,330,,,
86126. Ojo de Agua,2. Rural agrupada,636,284,,303,1,,,,48,,,
86126. Ojo de Agua,3. Rural dispersa,3664,1580,1,1727,10,2,5,4,335,,,
86133. Pellegrini,0. __tot__,26193,12103,35,12713,20,6,4,7,1305,,,
86133. Pellegrini,1. Urbana,10583,5111,9,4978,3,3,1,1,477,,,
86133. Pellegrini,2. Rural agrupada,6904,3231,9,3353,4,,1,1,305,,,
86133. Pellegrini,3. Rural dispersa,8706,3761,17,4382,13,3,2,5,523,,,
86140. Quebrachos,0. __tot__,12336,5281,44,5032,72,15,5,17,1870,,,
86140. Quebrachos,1. Urbana,7978,3435,34,3070,60,12,1,11,1355,,,
86140. Quebrachos,2. Rural agrupada,524,273,,248,,,,,3,,,
86140. Quebrachos,3. Rural dispersa,3834,1573,10,1714,12,3,4,6,512,,,
86147. Río Hondo,0. __tot__,66637,32024,77,31196,32,15,8,17,3268,,,
86147. Río Hondo,1. Urbana,41711,20435,42,19120,20,11,6,12,2065,,,
86147. Río Hondo,2. Rural agrupada,13134,6186,25,6269,9,3,2,2,638,,,
86147. Río Hondo,3. Rural dispersa,11792,5403,10,5807,3,1,,3,565,,,
86154. Rivadavia,0. __tot__,5314,2451,4,2551,1,2,,3,302,,,
86154. Rivadavia,1. Urbana,3546,1687,4,1652,,,,2,201,,,
86154. Rivadavia,2. Rural agrupada,531,257,,258,,1,,,15,,,
86154. Rivadavia,3. Rural dispersa,1237,507,,641,1,1,,1,86,,,
86161. Robles,0. __tot__,53879,25030,62,23973,55,15,26,36,4682,,,
86161. Robles,1. Urbana,35116,16602,36,15489,27,7,13,17,2925,,,
86161. Robles,2. Rural agrupada,4063,1787,9,1754,6,3,7,2,495,,,
86161. Robles,3. Rural dispersa,14700,6641,17,6730,22,5,6,17,1262,,,
86168. Salavina,0. __tot__,12775,5910,9,6360,6,2,1,4,483,,,
86168. Salavina,1. Urbana,3600,1726,3,1697,3,,,1,170,,,
86168. Salavina,2. Rural agrupada,2225,1059,1,1063,1,1,1,,99,,,
86168. Salavina,3. Rural dispersa,6950,3125,5,3600,2,1,,3,214,,,
86175. San Martín,0. __tot__,11183,5156,21,5163,28,5,9,6,795,,,
86175. San Martín,1. Urbana,3150,1502,4,1348,8,2,6,2,278,,,
86175. San Martín,2. Rural agrupada,2408,1186,3,1150,2,,,,67,,,
86175. San Martín,3. Rural dispersa,5625,2468,14,2665,18,3,3,4,450,,,
86182. Sarmiento,0. __tot__,5034,2311,4,2393,3,,,3,320,,,
86182. Sarmiento,1. Urbana,3030,1425,3,1423,1,,,1,177,,,
86182. Sarmiento,3. Rural dispersa,2004,886,1,970,2,,,2,143,,,
86189. Silípica,0. __tot__,9766,4591,13,4671,2,,4,5,480,,,
86189. Silípica,2. Rural agrupada,5766,2721,8,2668,1,,2,5,361,,,
86189. Silípica,3. Rural dispersa,4000,1870,5,2003,1,,2,,119,,,
90007. Burruyacú,0. __tot__,45459,20758,80,20993,105,28,40,41,3414,,,
90007. Burruyacú,1. Urbana,15640,7347,26,7166,31,8,12,8,1042,,,
90007. Burruyacú,2. Rural agrupada,12807,5759,23,5791,41,8,11,17,1157,,,
90007. Burruyacú,3. Rural dispersa,17012,7652,31,8036,33,12,17,16,1215,,,
90014. Cruz Alta,0. __tot__,227688,109138,298,105319,262,79,127,200,12265,,,
90014. Cruz Alta,1. Urbana,195244,93931,248,89735,208,70,107,185,10760,,,
90014. Cruz Alta,2. Rural agrupada,9316,4424,10,4490,6,2,7,4,373,,,
90014. Cruz Alta,3. Rural dispersa,23128,10783,40,11094,48,7,13,11,1132,,,
90021. Chicligasta,0. __tot__,92308,43909,135,41649,118,51,41,59,6346,,,
90021. Chicligasta,1. Urbana,73473,35084,104,32602,100,43,35,54,5451,,,
90021. Chicligasta,2. Rural agrupada,6707,3183,5,3249,4,2,1,2,261,,,
90021. Chicligasta,3. Rural dispersa,12128,5642,26,5798,14,6,5,3,634,,,
90028. Famaillá,0. __tot__,42669,20098,73,19698,80,24,34,33,2629,,,
90028. Famaillá,1. Urbana,33095,15765,49,15123,62,22,30,26,2018,,,
90028. Famaillá,2. Rural agrupada,2812,1276,3,1345,3,,1,5,179,,,
90028. Famaillá,3. Rural dispersa,6762,3057,21,3230,15,2,3,2,432,,,
90035. Graneros,0. __tot__,15539,7146,33,7269,49,5,13,15,1009,,,
90035. Graneros,1. Urbana,7302,3386,11,3321,19,3,6,5,551,,,
90035. Graneros,2. Rural agrupada,2120,1036,4,947,12,1,2,3,115,,,
90035. Graneros,3. Rural dispersa,6117,2724,18,3001,18,1,5,7,343,,,
90042. Juan Bautista Alberdi,0. __tot__,34745,16530,58,16001,86,22,13,21,2014,,,
90042. Juan Bautista Alberdi,1. Urbana,27345,13065,43,12292,80,20,12,19,1814,,,
90042. Juan Bautista Alberdi,2. Rural agrupada,1946,958,,958,,,,,30,,,
90042. Juan Bautista Alberdi,3. Rural dispersa,5454,2507,15,2751,6,2,1,2,170,,,
90049. La Cocha,0. __tot__,21196,9996,45,9887,20,10,22,14,1202,,,
90049. La Cocha,1. Urbana,8562,4084,9,3838,8,5,9,7,602,,,
90049. La Cocha,2. Rural agrupada,6901,3300,31,3294,7,3,5,4,257,,,
90049. La Cocha,3. Rural dispersa,5733,2612,5,2755,5,2,8,3,343,,,
90056. Leales,0. __tot__,66352,30909,143,30493,136,43,62,56,4510,,,
90056. Leales,1. Urbana,35918,16831,70,16286,78,23,33,30,2567,,,
90056. Leales,2. Rural agrupada,8606,4080,20,3989,10,4,2,8,493,,,
90056. Leales,3. Rural dispersa,21828,9998,53,10218,48,16,27,18,1450,,,
90063. Lules,0. __tot__,93464,44635,150,42987,152,39,80,76,5345,,,
90063. Lules,1. Urbana,88709,42527,143,40744,137,37,78,74,4969,,,
90063. Lules,2. Rural agrupada,115,49,,47,,,,,19,,,
90063. Lules,3. Rural dispersa,4640,2059,7,2196,15,2,2,2,357,,,
90070. Monteros,0. __tot__,77469,37151,124,35802,134,23,19,36,4180,,,
90070. Monteros,1. Urbana,60959,29342,91,27724,105,17,15,31,3634,,,
90070. Monteros,2. Rural agrupada,6552,3097,9,3224,10,2,2,1,207,,,
90070. Monteros,3. Rural dispersa,9958,4712,24,4854,19,4,2,4,339,,,
90077. Río Chico,0. __tot__,64927,30864,107,29903,93,36,46,48,3830,,,
90077. Río Chico,1. Urbana,54590,26083,81,24955,85,29,41,44,3272,,,
90077. Río Chico,2. Rural agrupada,5695,2654,18,2720,3,5,1,1,293,,,
90077. Río Chico,3. Rural dispersa,4642,2127,8,2228,5,2,4,3,265,,,
90084. Capital,0. __tot__,587289,284287,1021,255292,1384,666,691,1071,42877,,,
90084. Capital,1. Urbana,587289,284287,1021,255292,1384,666,691,1071,42877,,,
90091. Simoca,0. __tot__,36946,16616,92,16630,84,31,27,37,3429,,,
90091. Simoca,1. Urbana,12836,5775,33,5253,35,17,15,17,1691,,,
90091. Simoca,2. Rural agrupada,5663,2531,13,2445,16,7,4,6,641,,,
90091. Simoca,3. Rural dispersa,18447,8310,46,8932,33,7,8,14,1097,,,
90098. Tafí del Valle,0. __tot__,22382,9417,40,9454,106,42,86,72,3165,,,
90098. Tafí del Valle,1. Urbana,15157,6245,27,6090,84,38,67,56,2550,,,
90098. Tafí del Valle,2. Rural agrupada,3747,1683,5,1788,5,2,7,5,252,,,
90098. Tafí del Valle,3. Rural dispersa,3478,1489,8,1576,17,2,12,11,363,,,
90105. Tafí Viejo,0. __tot__,172877,81499,358,77114,291,100,152,217,13146,,,
90105. Tafí Viejo,1. Urbana,161922,76736,318,72176,266,97,143,200,11986,,,
90105. Tafí Viejo,2. Rural agrupada,6092,2659,23,2670,17,3,4,13,703,,,
90105. Tafí Viejo,3. Rural dispersa,4863,2104,17,2268,8,,5,4,457,,,
90112. Trancas,0. __tot__,23438,10327,29,10523,40,17,27,32,2443,,,
90112. Trancas,1. Urbana,12594,5486,13,5324,31,11,24,24,1681,,,
90112. Trancas,2. Rural agrupada,5294,2523,11,2547,1,3,,2,207,,,
90112. Trancas,3. Rural dispersa,5550,2318,5,2652,8,3,3,6,555,,,
90119. Yerba Buena,0. __tot__,102589,49048,115,45999,192,85,99,152,6899,,,
90119. Yerba Buena,1. Urbana,100416,48083,111,45044,186,84,98,150,6660,,,
90119. Yerba Buena,2. Rural agrupada,833,350,1,346,2,,,1,133,,,
90119. Yerba Buena,3. Rural dispersa,1340,615,3,609,4,1,1,1,106,,,
94008. Río Grande,0. __tot__,98922,44118,179,43484,332,230,198,257,10124,,,
94008. Río Grande,1. Urbana,97611,43720,169,43051,314,222,187,248,9700,,,
94008. Río Grande,2. Rural agrupada,71,1,4,2,3,2,2,,57,,,
94008. Río Grande,3. Rural dispersa,1240,397,6,431,15,6,9,9,367,,,
94011. Tolhuin,0. __tot__,6027,2482,5,2609,1,1,1,15,913,,,
94011. Tolhuin,1. Urbana,5606,2320,5,2417,,1,1,15,847,,,
94011. Tolhuin,3. Rural dispersa,421,162,,192,1,,,,66,,,
94015. Ushuaia,0. __tot__,80009,35516,114,34604,276,159,170,319,8851,,,
94015. Ushuaia,1. Urbana,79409,35331,112,34340,268,156,169,317,8716,,,
94015. Ushuaia,2. Rural agrupada,109,32,1,60,,,,,16,,,
94015. Ushuaia,3. Rural dispersa,491,153,1,204,8,3,1,2,119,,,
